2025-01-24 15:29:54.517928|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2025-01-24 15:29:54.517928|INFO    |ServerLibPriv |   |SystemInformation: Windows 10 (22631) x64 (AMD or Intel) Binary: 64bit
2025-01-24 15:29:54.517928|INFO    |ServerLibPriv |   |Using hardware aes
2025-01-24 15:29:54.534974|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2025-01-24 15:29:54.534974|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2025-01-24 15:29:54.534974|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2025-01-24 15:29:54.586136|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |Licensing Information
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |licensed to       : Anonymous
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |type              : No License
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |max virtualservers: 1
2025-01-24 15:29:54.603145|INFO    |Accounting    |   |max slots         : 32
2025-01-24 15:29:56.140418|INFO    |              |   |Puzzle precompute time: 1520
2025-01-24 15:29:56.288510|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2025-01-24 15:29:56.442744|INFO    |Query         |   |Using a query thread pool size of 2
2025-01-24 15:29:56.614796|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2025-01-24 15:29:56.617807|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2025-01-24 15:29:56.627812|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2025-01-24 15:29:56.633818|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2025-01-24 15:29:56.713559|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
